label,sentence
3,背番号7番を固辞した香川に英国ネットユーザーから賞賛相次ぐ
5,【終了しました】自然のちからを肌に届ける「草花木果」で、つるんとなめらか、透明肌へ。セットで3名様にプレゼント
7,懐かしさと勢いには要注意！？ 同窓会での恋愛事情
0,トム・クルーズがロックの神様に！　絶大な人気を誇るミュージカルが映画化
2,パンクを過去のものにする、空気なしタイヤ【サイエンスニュース】
2,アメーバピグ「15歳以下規制」ついに実施！　キッズが激怒でブログが炎上【話題】
3,林家三平の元カノ＝NHK荒木アナが人生を嘆くも「別れて正解」
8,KDDI、Xperia acro HDとMOTOROLA RAZRにAndroid 4.0 ICSを6月下旬以降から提供予定
0,『冷たい熱帯魚』から『恋の罪』へバトンタッチ！モンスターからモンスターへ受け継がれるどす黒い血
2,パスポートがなくてももう大丈夫？　iPadで入国できちゃった！【話題】
1,不便なブックマークよさよなら！　俺はライフリストでブクマを管理するぜ！【PC快適術】
6,【Sports Watch】みのもんた上機嫌「オランダ戦は4-0で日本」
5,「美人で何が悪い！？」 負け美女・小島慶子×犬山紙子対談 1/3
5,【終了しました】セルフメンテ＆カスタム女子、急増中。『完全女子版！ 自転車メンテナンスブック』を5名様にプレゼント
8,全日空、ANA国際線機内で無線LANによるインターネット接続が利用できるサービスを来夏に開始
5,コラーゲン、摂るだけで安心していませんか？
2,魁!! ビデオ道場　2012年２月号【ビデオSALON】
8,兼用アンテナ搭載の「Viewer Dock」が同梱！シャープのドコモ向けハイエンドエンタメ系スマートフォン「AQUOS PHONE sv SH-10D」を写真と動画でしっかりチェック【レポート】
1,ドコモのスマホに強い味方！ドコモ MEDIAS PP N-01D用大容量バッテリー【モバステ通信】
2,日本版HuluはHuluにしてHuluにあらず？【デジ通】
6,【Sports Watch】ノムさん復活、W杯には「日本は弱いんですか？」
0,74年の歴史を覆す新たな“スーパーマン”像！『マン・オブ・スティール』ポスター画像＆異例の特報2種一斉解禁
4,[上級編]Twitterの機能や関連サービスを もっともっと使いこなそう- 転職活動に役立つ！ソーシャルメディア活用術 vol.13
4,うまいビールが飲みたい！【livedoorHOMME“酒特集” | vol.02】
8,NTTドコモ、Xperia GX SO-04Dの発売時期を2012年8月と再案内！8月上旬〜中旬に発売へ
3,“すき家のバイト”が「嘔吐物を鍋に入れた」とツイートし炎上
6,【Sports Watch】ザッケローニ 「長友はたまたまインテルに入ったわけではありません」
0,ファン必見！　『ダークナイト ライジング』の特典グッズ付き前売り券がスゴイ
2,【話題】まずはソフトバンクが優勢？　「iPhone4S」いよいよ発売
7,結婚後のクリスマスはどう過ごす？
7,東京23区女ひとり風呂vol.08「杉並区・超爽快！全裸プール」presented byゆるっとcafe
3,宇多田ヒカルがキラキラネームに苦言、ネットユーザも共感示す
4,外資系通信関連会社 ビジネス開発職「転職すれば年収はグッと上がる」 - 年収1000万円プレイヤー図鑑 vol.10
5,もうバレンタインの準備？　バレンタインまで日めくりカウントダウン！
5,かわいいソフトトイの購入で世界の子供たちを支援できる！
2,男性陣は要注意か？　SNSで女子が公開している写真は「チョイ盛り」だった【話題】
6,【Sports Watch】巨人の助っ人補強に、ノムさん「外人担当スカウト、しっかり見ろよ」
4,競合より安い提案金額なのに負ける！？　〜課題解決とは？〜｜実践！問題解決力テスト【第5問】
0,ミスチルが書き下ろした主題歌とともに、初恋の出会いを綴る
5,【終了しました】あなたの髪にも極上の潤いとシルクのような手触りを「プレイバック ミネラルモイスト」を10名様にプレゼント
4,投資会社 マネージャー「何事も最初にやったもん勝ち」 - 年収1000万円プレイヤー図鑑 vol.9
7,女性のロングヘアーは何歳までOKなのか？
6,本田モデルのスパイク登場も、「オモチャみたいだな」の声
6,【Sports Watch】長友がインテル移籍の舞台裏語る 「何言ってるんだろう、この人」
8,本日事前予約開始！急速充電にも対応した横置き可能な「MEDIAS X N-07D」の卓上ホルダをチェック【レビュー】
5,“まつ毛”は女の命！　GIVENCHYの“球体マスカラ”にニューフェイスが登場
7,マラソンシーズン到来……独女たちの“走る理由”とは？
3,みのもんた引退で変わる芸能界の勢力図
7,40代で考える、男女の友情
6,【Sports Watch】期待高まる、澤穂希の“美少女後継者”
4,真の第一印象はWeb応募から-人事担当者がこっそり教える採用ウラ話 vol.4
3,「許せない」生活保護受ける母を援けない売れっ子芸人に怒りの声
8,モップ風のクリーナーで超かわいい！ソフトバンクBBがCRAFTHOLICとのコラボ商品第3弾「CRAFTHOLIC ストラップ付きクリーナー」を8月31日から発売開始
5,希少な焼酎とホルモンをワンコインで堪能  【プレゼント有】
3,暴露やめない高岡蒼佑に「宮崎あおいの性癖も流せ」「高岡は最低のクズ男」とネットが騒然
2,新緑の季節に大活躍しそう！ブラック・アンド・デッカー芝生・庭木バリカン発売【売れ筋チェック】
2,マリオがたくさん！　ゲームの発売を記念してショッピングセンターでお祭り騒ぎ【話題】
7,「好きを仕事に！」2つの仕事をもつ女性たち
1,今話題の画像系SNS「Pinterest 」（ピンタレスト）をiPhoneで快適に使う！ 【iPhoneでチャンスを掴め】
7,「夢を語る男」は信用できない!?
1,これはなんでしょう？　iPhoneならではのユニークアイテム【イケショップのレア物】
6,【Sports Watch】落合監督が、ゲームを壊した投手を代えなかったワケ
0,沢尻エリカが5ヵ月ぶりに公の場「りりこの全部が自分とシンクロしていた」
1,ヤバイぜ！楽しすぎる！　ニコニコ超会議はガチでマジで“超”楽しい！
8,NTTドコモ、MEDIAS X N-07Dに省電力モードで音声着信した時にまれに画面表示されない不具合でソフトウェア更新を提供開始
4,コピーライター50年の歴史を振り返る「コピーパレード展」開催
4,インタビュー：キングコング「楽しくないことはしたくない」
6,「香川と本田はどちらがエース？」 サッカー解説者・松木氏の答えは？
0,竹中直人が絶賛「スカーレット・ヨハンソンの美しさを見ながら、米倉涼子の声を楽しめる」
7,地方女子と東京女子の幸せの価値観
2,【ワークショップ】今日から役立つ、実践ムービーカメラ講座【ビデオSALON】
5,遊びで終わる女の特徴／結婚前に二人の相性を再チェックなど−【恋愛】週間ランキング
5,映画『ヴィダル・サスーン』の公開を記念し、カールアイロンを３名様にプレゼント
5,【終了しました】LUSHのコスメ『エモーショナルブリリアンス』のリップカラー＆アイライナー人気色をセットでプレゼント
0,ベルセルクのパート2を振り返り、岩永洋昭「10000キロカロリーくらい消費した」
0,アントニオ・バンデラスが「スマイルを届ける」と日本にメッセージ
0,米国版“ガリレオ“!?　最強の謎解きミステリーが、この夏遂に解禁
1,スマホでカーナビを実現！純正ドリンクホルダーがスマホホルダーに早変わり【イケショップのレア物】
4,【特集】Paul Smith | ポール・スミス春夏最新スーツカタログ[2/4]
6,【Sports Watch】岡崎語る本田の自信、“マイケル・ジャクソン超えるから”
0,天才少年トーマス・ホーン「日本のマンガは読まない」
2,iPhoneユーザー予想外！　iOSアップデートでもバッテリー問題が解決しない！？【話題】
8,ソフトバンク向けシャープ製の今夏モデルはどれも魅力的！シャープ開発陣に「AQUOS PHONE Xx 106SH」と「PANTONE5 107SH」について気になることを聞いてきた（前編）【インタビュー】
7,こんな時どうすれば！？  ピンチを切り抜けるための得策とは？
3,「JR山手線に新駅が建設される」とYOMIURI ONLINEが報じる。
0,『アベンジャーズ』が3週連続1位、ディズニー史上最高記録を達成
0,【DVDエンター！】速い男に群がるセクシー美女「ワイルド・スピード」の“MEGA MAX”な最新作
2,真夏の夜のお勧め恐怖監督「ダリオ・アルジェント」【デジ通】
2,フェイスブックで重婚発覚！　別居中の妻が旦那の新しい嫁を発見【話題】
4,インタビュー：シーバスリーガル マスターブレンダー　コリン・スコット
3,江川紹子氏を激怒させた山路徹氏のスタッフ
3,杉本彩の「韓国はイケメンが多い？幻想でしょ」発言に女性からも賛同の声が
8,クアッドコアCPUと16コアGPUを搭載したビジュアル&サウンドに強いハイエンドタブレット「GT01」を写真と動画でチェック【レポート】
5,【終了しました】壮大なラブストーリー・映画『僕等がいた』後篇試写会に10組20名様をご招待
5,バッシング続きの紗栄子｜同性に嫌われる女の特徴とは
4,MINIチアリーダーが日本に「元気な春」を【新生活特集】
0,電撃発表！ブルース・ウィリスが育毛剤をプロデュース!?
8,Motorola、スライド式フルキーボード搭載のAndroid 4.0スマートフォン「Motorola PHOTON Q 4G LTE」を発表！米Sprintから発売
8,Samsung、前面QWERTYキーボード搭載Android 4.0スマートフォン「GALAXY Chat」を発表
1,関西エリアが予感させる、「auスマートバリュー」の破壊力と可能性
7,親しい女友達にも言えない身体の悩みありますか？
5,1人でラーメン屋に入るのは当たり前！？　知られざる女子の1人行動
3,「あいのり」出演男性が偽装結婚で逮捕
6,ダルビッシュが2失点、みのもんたは「メジャーじゃ通用しない」
8,動画で見るau向け2012年夏モデル！Androidスマートフォン5機種をまとめて紹介
2,五輪イヤーの今年、日立「Wooo」の新製品はさらに高画質化、省エネ性アップ【売れ筋チェック】
3,「子どもがかわいそう」青木さやかの″恋愛障害″を非難
5,男に捨てられる女の特徴／100年の恋も冷める女の態度など−【お気に入り登録記事】週間ランキング
3,ソフトバンク対auの激しいバトルのウラ側が判明
5,長野で見つけた、“隠れ”人気パワースポットと意外なご当地グルメ
7,世界中で「カワイイ」日本が人気らしい
5,【恋愛】恋の勝ち組になる！週間ランキング（20120326-20120401）
7,デキる男の妻はどんなタイプ？
4,「仕事以外の趣味をみつけたい！」 - 辛口説教部屋 vol.10
5,美人オーラを放つためのルール
8,NTTドコモ、急速充電＆大容量バッテリー対応Xiスマホ「ELUGA power P-07D」を8月10日に発売予定！8月3日から事前予約開始
3,小学5年生の約2割が「平等」を読み間違い
1,ゲームサウンドが聴き放題！ 24時間無料でゲームサウンドが聴けるSQUARE-ENIX AUDIO
2,ウサギから最後のお願い「あけおめメールは午前２時まで控えて！」　各キャリアがお願い【話題】
0,「海底基地が古代文明の正体」 未知の文明に対する専門家の答え
1,トラブル解決に役立つMSのサイト！Windows Sysinternals TechCenter【PC快適術】
3,震災の寄付金や政府見舞金でパチンコする被災地の人々に賛否
6,【Sports Watch】噂の美女ゴルファー＝森美穂 “藤本美貴さん、松嶋菜々子さんに申し訳ない”
2,楽天が電子書籍に本腰！　カナダの電子書籍企業「Kobo」社を買収【ニュース】
1,切れない携帯はホントに必要か？　東京メトロにおける携帯のサービスエリア拡大
7,彼が彼女に言えない、手作り料理の本音
8,【最近のオススメ「Androidアプリ」特集：2012年5月28日〜6月3日編】
3,日本のペットブームを英国紙が紹介　ネットユーザーからは批判相次ぐ
6,【Sports Watch】恐れを知らない松村アナ、武藤＆蝶野に無礼連発
1,あの名作に隠された秘密！スラムダンクの秘密　完全版【iPhoneでチャンスを掴め】
2,ホントに思ってる？　なんにでも「いいね！」を押す無思考型人間ってなんだ【SNS痛い人】
2,震災特番が大コケ！　「めちゃイケ」は何を間違ったのか？【話題】
5,韓国伝統茶は疲労回復に効果的、手軽なスティックタイプも登場
8,NTTドコモ、AQUOS PHONE st SH-07Dにブラウザを長時間利用するとまれに強制終了する不具合などでソフトウェア更新を提供開始
0,鳥越俊太郎が『戦火の馬』全国特別試写会で“希望”を語る
3,米誌「TIME」表紙の澤穂希が「かっこいい」とネット掲示板で絶賛される
3,DeNAの新卒初任給が「スゴい」と話題に
7,流行は回帰する……ブログが再び面白い理由
0,【元気東北・秋田編】自然の大いなる力と家族の絆を噛みしめる
2,スマホをカーナビに！ドコモが「ドライブネットクレイドル01」を発売に
3,日本大使館トラック突入事件に韓国ネットユーザー「愛国の志士」
6,【Sports Watch】シンクロ美人姉妹の驚くべき特技とは？
0,大島優子アフレコ会見「“女の子”を隠しながら持っている」
0,ジョージ・クルーニー主演映画、脚色賞を受賞
8,宇宙人ジョーンズと白戸家が共演！サントリーの缶コーヒー「BOSS」発売20周年とソフトバンクモバイルの「プラチナバンド」スタート記念のコラボCMを放送
4,トレンドマイクロのサービス「SafeSync」を無料体験して「横浜スタジアム 半日貸切権」や「デジカメ」を当てよう！
4,【特集】Paul Smith | ポール・スミスが提案するスーツの現在進行形[4/5]
1,来年こそは黒字達成（たぶん）！ ニコニコ超会議2の開催決定！
6,【Sports Watch】星野氏、楽天監督は“大筋合意”「早ければ明日以降」
5,究極のスロートレーニング、“美的太極拳”で体質改善
2,オリンパスイメージング、防水・耐衝撃などを備えたコンパクトデジタルカメラ５機種を発売【売れ筋チェック】
1,AKB48の広告が動き出す HPのAR広告キャンペーン【デジ通】
4,シーバスリーガルが贈るスペシャルトークセッション　 村上龍氏の対談相手が、あなたの1票で決まる！
1,世界一周に挑戦する学生にiPadを贈る！孫社長の粋なはからいに感動の嵐
8,NTTドコモの女子力アップスマートフォン「F-09D ANTEPRIMA」に内蔵されている豊富なオリジナルコンツをチェック (2)【レビュー】
6,【Sports Watch】次世代美女なでしこ田中、代表入りに「気持ち的には絶対メンバーに入る」
5,上質＆カジュアルディナーでお父さんにありがとうを
3,「柏木はブタ鼻」嫉妬ややっかみからAKB48で流行るイジメごっこ
7,オフィス節約術の新しい味方！
0,大統領はニセモノだった？　『G.I.ジョー』続編の特別映像が公開
6,【Sports Watch】レスラー西村、参院選出馬で武藤とコンビネーションツイート
7,独女は敬遠がち！？ 話題のコンビニレシピ
5,「TOKYO SWEETS COLLECTION」で注目されたスイーツアプリ
2,白物家電はやっぱり店頭買いが主流！　洗濯機のネット通販はたった3.2％【話題】
2,ウィンドウズ版のDaVinci Resolve8.2 のパブリックベータ版がダウンロード可能に【ビデオSALON】
2,あなたのパスワードは大丈夫？　避けた方がいいワーストパスワードが発表【話題】
4,Hennessy（ヘネシー）×livedoorブロガーイベント開催
0,【週末映画まとめ読み】『となりのトトロ』の驚きの裏設定を知っていますか？
2,シングル７００人が参加！　ロンブー淳のお見合い企画はまた盛況！【話題】
7,あなたのモテ期はいつやってきた？
7,彼女の香りは、柔軟剤の香り
1,さらばFermi！Keplerアーキテクチャ採用のGPU NVIDIA GeForce GTX 680登場
1,本日のGoogleロゴは吊り輪　Googleロゴがスポーツ関連画像に変化第二弾
1,頭を使うアプリをお探しのアナタに！陣取り合戦風で囲碁にも似たブロックゲーム「Blokus」【iPhoneでチャンスを掴め】
3,【韓国ニュース】韓国「アリラン3号」発射時の日の丸が削除されていた理由
6,ノムさんが、松井秀喜の日本球界を願う理由
0,【プレゼント】伝説の推理作家 VS 小説模倣犯、命を賭けた5日間の頭脳ゲーム　映画『推理作家ポー 最期の5日間』試写会にご招待
5,インタビュー：鴨田萌子シェフ「とにかく人を喜ばせることが好き」
8,KDDI、au向け「ARROWS Z ISW13F」に電源ON後数分経過するとホーム画面のアイコンが点滅して再起動する不具合などでソフトウェア更新を提供開始
8,【Design×Music！NTTドコモ向けAndroid 4.0搭載コンパクトミュージックスマホ「AQUOS PHONE st SH-07D」特集】
6,澤穂希、代表ユニフォームに強い想い 「最初に着替えるのは短パンから」
1,人気の音ゲーここにあり！ 上手にリズムを刻む心地さがここに「jubeat plus」【iPhoneでチャンスを掴め】
8,オールドナムコファン必見！ギミック満載のジャンプアクション「PAC′N-JUMP」【Androidアプリ】
2,「電力使用状況グラフ」にダマされるな【デジ通】
4,「短期間で会社を辞めたことを責められそう…」 - 辛口説教部屋 vol.3
2,夢のエコ製品発見！じゃがいもで動く「じゃがいも　eco時計」新発売【売れ筋チェック】
2,ニートから「レイブル」への名称変更にネットアンケートでは「効果ない」【話題】
1,簡単にシステムキャッシュのサイズを変更！ CacheSetで最適な仮想メモリーを設定する【PC快適術】
0,BoA、東方神起、少女時代などの素顔を描いた映画『I AM.』が公開決定
2,女性が好きなのはFacebookで男性が好きなのはTwitterのなぜ【話題】
7,女子力を下げる！？ ブラトップのメリット・デメリット
3,堀江氏、有料メルマガで1億円稼ぐ
2,斬新なデザインで実用機能充実のピコプロジェクター「i Show」登場【売れ筋チェック】
7,独女的映画レビュー vol.7　『ビフォア・サンライズ』
3,中国道で高級車を大破させた連中
3,人気子役ユニットのPVに「これはやりすぎ」の声
5,大人じゃないと分からない？ 後篇にある「僕等がいた」の本当のテーマとは
7,独女と上司の気になる関係
7,【独女通信編集部】2011年記事まとめ　vol.2
7,既婚の男友達とどうつきあうか？
8,サイトによって微妙に違う翻訳をまとめてチェックできる「ほんやくまとめ　」【iPhoneアプリ】
3,フジテレビの姿勢に非難殺到…番組で″火渡り″させ、老人が歩行不能の大火傷
1,関西の3G回線の実用度をチェック！ うらやまし過ぎる3GとWiMAXの使い分けができる通信環境
7,今の時代でも健在！「SNS嫌い」男性のいい分
0,夏だ、プールだ、ピラニアだ！ リア充爆発 『ピラニア リターンズ』
3,「金正日萌え逮捕」パク氏が新たに萌えたもの
8,一連のセキュリティ問題もこれで決着か！？「LAWSON Wi-Fi」のログイン認証にパスワード導入【ニュース】
5,【終了しました】2012年初の運試し！　Peachyからのお年玉プレゼントをgetしよう
8,ついに発売開始！小さな箱は3段重ね！？クアッドコアCPU搭載スマホ「ARROWS X F-10D」を開封してみた【レビュー】
7,アラフォーだって結婚式したい！　Presented by ゆるっとcafe
1,全米教育部門で2位！色彩感覚を育てるのにオススメのぬり絵アプリ【iPhoneでチャンスを掴め】
0,壇れいがミラ・ジョヴォヴィッチとの初対面に感激
0,ヴェネチア国際映画祭で染谷将太、二階堂ふみに大歓声！　園子温監督作『ヒミズ』に金獅子賞の期待膨らむ
8,NTTドコモ、GALAXY Tab 7.0 Plus SC-02Dにspモードメールの電話帳バックアップ対応などを行うソフトウェア更新を提供開始[Galaxy_Report]
1,フリップカバーにスタンド＆バッテリーまで内蔵！ GALAXY SIII専用ケース【イケショップのレア物】
1,GALAXY Noteをアウトドアでバリバリ使える！ GALAXY Note防水ケース【イケショップのレア物】
1,楽しくリズム感覚が身につく「おやこでリズムえほんプラス」【iPhoneでチャンスを掴め】
0,ガンを克服した男の物語に拍手の嵐！ トロント映画祭の1200人の観客が笑って、そして、泣いた
1,人の役に立って奨励金まで貰える！島村氏が「NAVERまとめ」の魅力を語る
2,サムスンWindows8 タブレットが人間の脳波でスケボーを操作する!?　テキサスでおもしろ実験に挑む【話題】
4,キン肉マンＴシャツ企画、一番人気は名脇役として知られる“あの超人”!!
1,Windows＆LinuxのデュアルOS！ Thinkpad X1 Hybrid　3/9より発売開始！
1,アプリを使って賢くショッピング♪　お買い得.netを徹底活用
8,静止画なのに動いて見える！？摩訶不思議な不思議体験できる「目が目がぁぁああ」【iPhoneアプリ】
8,富士通、ARROWS A 101F購入者に事前購入宣言でもれなくポータブル充電器をプレゼントするキャンペーンを実施
1,写真の撮り方がうますぎる！孫社長 桜を詠んだ句と写真が話題
2,事実上不可能か　ハッカー集団が「3月31日にインターネットをダウンさせる」と予告【話題】
6,【Sports Watch】サップ、試合直前でまさかのドタキャン
4,独創的で革新的な個性、“自分らしい1台”でトータルコーディネート【新生活特集】
7,独女の疑問……結婚後のマイホーム購入は当たり前？
6,【Sports Watch】カズ、日本代表に「どっかで呼ばれんじゃないかって」
0,広末涼子の鬼気迫る“婚活演技”が圧巻！　『鍵泥棒のメソッド』予告編が公開
1,金環日食に続く天体ショー！　昨日の部分月食見ました？　そして明日もあるぞ！
0,【いちおう妖ヶ劇場】第7話：ダメな奴には真剣に神拳をくらわせるぞの巻
2,【11月号記事連動】ソニーNEX-VG20でCEATECを取材する【ビデオSALON】
3,日韓スワップ協定拡大に批判殺到
2,11月号付録 キヤノン iVIS HF G10 Perfect Book 丸かじりダウンロード【ビデオSALON】
6,【Sports Watch】應武監督、斎藤らに最後の教え。“プロはとんでもない世界”
5,古来より伝わる「植物療法」で肌質改善宣言！
4,悪いのは誰？〜上手な仕事の進め方　〜｜実践！問題解決力テスト【第8問】
1,起動を高速化！　いらないアプリはスタートアップから外す【知っ得！虎の巻】
8,NTTドコモ、Android向け「docomo Wi-Fiかんたん接続アプリ」をバージョンアップ！ID／PWの自動設定を試した【レポート】
1,Excel表を書き換えたのに再計算されない!?　を解決する【知っ得！虎の巻】
6,【Sports Watch】村主千香が疾患を告白も、「元気いっぱいです」
0,大富豪が年金を私的流用し損失、報復で2億円のフェラーリが無惨な姿に
7,梅村ゆずの結婚どころじゃないんですっ！vol.4「独身女の厄年」　Presented by ゆるっとcafe
6,【Sports Watch】浅田真央「恋したい」発言に上田＆江川がツッコミ
7,このまま独女でいるなら家はどうする？ 独女たちの住宅事情
0,【DVDエンター！】エレベーターという密室に潜む“殺人犯＝デビル”
8,KDDI、au向けAndroidスマートフォン「Xperia acro HD IS12S」の毎月割を増額！実質値下げへ
5,【終了しました】2012年初の運試し！　Peachyからのお年玉プレゼントをgetしよう
7,独女的映画レビュー vol.11　『食べて、祈って、恋をして』
8,UQ WiMAXが博多駅地下街をエリア化！実際に確認してきた【レポート】
4,戦略コンサルティングファーム 戦略コンサルタント「会社を移るごとに100万円以上アップ」 - 年収1000万円プレイヤー図鑑 vol.4
3,【韓国ニュース】日本大使館トラック突入事件の容疑者が日本人活動家に“公開提案”
4,「今の会社はおじさんばかり。運命の人と出会うには？」- 辛口説教部屋 vol.16
3,まるで姥捨て山…都営住宅の孤独死に「明日は我が身」
6,【Sports Watch】ダルビッシュが不可解なリツイート「しゅ、しゅごいぃぃいっ」
7,『シーン別まつげメイク塾』でアナタの目ヂカラをUP！
6,サッカー米国女子代表が生出演も、訊くべき話は何一つ訊かず……
3,「いつまでも売れると思ってんの」 人々のCD離れが深刻に
1,アメリカのアプリランキングで人気！直感的な操作でハマル「Fancy Pants」【iPhoneでチャンスを掴め】
0,即完必至！『アベンジャーズ』BE@RBRICK付き鑑賞券を限定発売
5,マキアージュの新モデルICONIQ、「わたしが変わる。世界を変える。」
5,ドン引きされてるNG行動／傷ついた後の行動で成長が決まるなど−【ライフスタイル】週間ランキング
4,【力説自動車.web】第3回：被災地を全部直すな、これぞ世界遺産だ！
7,あなたは何犬？「犬診断」が巷で大人気
2,東京電力が保有するＫＤＤＩ全株売却を発表。売却総額は1862億円【ニュース】
5,途上国の女の子を応援するキャンペーン「Because I am a Girl」
8,ASUS、1.7GHzクアッドコアCPUやWUXGAディスプレイを搭載したAndroidタブレット「ASUS Pad TF700T」を発表！8月上旬に発売開始
1,なんという豪華キャスティング！ニコニコ超会議スーパーステージの出演者を発表！
7,東京23区女ひとり風呂 vol.03「台東区・銭湯でアレ発見！」Presented by ゆるっとcafe
0,マリリン・モンローを演じてアカデミー候補！　ミシェル・ウィリアムズ来日決定
6,【Sports Watch】劇的ボレーも、なぜ李は完全フリーだったのか
2,通話機能にしか使わないなら無駄なスマートフォン【デジ通】
1,クアッドコアのFusion APU搭載！デスクトップ代わりになるLenovoの新型ノート
4,アパレルブランドのTMT、チャリティーTシャツ販売とメッセージを発表
3,河本準一の報道に吉本興業反論も、厳しいコメント相次ぐ
0,3D全盛の時代に、白黒のサイレント映画『アーティスト』が評価される理由
8,本日発売開始！au初Android 4.0スマートフォン「HTC J ISW13HT」で本体のみで画面キャプチャする方法を紹介【ハウツー】
3,「FNS27時間テレビ」　ローラのリアクションに「放送事故」の声
4,年収1000万円のビジネスマンが選ぶ「新社会人に贈りたい本」ベスト20 - 年収1000万円研究所 vol.1
2,気になる冬の手荒れ対策に有効な家電は加湿器と食器洗い乾燥機【売れ筋チェック】
4,【動画あり】社長がドリフト!?  “世界のTOYOTA”が本気で作った86がいよいよ発売！
2,ドキドキすると透けちゃう！　心拍数の上昇で変化する近未来ドレスが登場【話題】
8,スマートフォンとコンパクトスピーカーを使って卓上で手軽にステレオサウンドを楽しもう！電源不要のエレコム製「PSP-CS500」を試す【レビュー】
5,気分スッキリ＆美人になる？　声楽レッスンをお試し
5,国際結婚がしたくなる？！　新作エッセイ「フランダースのイモ！ 」が発売
3,爆笑問題・田中裕二も驚く「ひるおび!」での恵俊彰の“天然”ぶり
0,【プレゼント】1番悪いヤツは誰なのか、北野武監督最新作『アウトレイジ ビヨンド』試写会にご招待
2,【話題】マイナス成長のデジカメ業界で安定推移したのはミラーレス一眼！
5,石田純一が授賞！「婚活オブ・ザ・イヤー2009」　成功への道は「色気と笑顔と直感」
4,1万円でオリジナルの″至福″をしつらえる｜オーダーシャツの新潮流!!!
3,早すぎる死から7ヶ月以上、上原美優さんのブログが今も話題に
6,【Sports Watch】女子サッカー界の最高傑作
8,NTTドコモ、Android向けアプリ「しゃべってコンシェル」をver2.0.0にアップデート！“答えそのもの”を返すように成長
7,女が嫌いな女を、女が嫌いな理由を探る
6,【Sports Watch】里田まい、マー君との結婚を機に独立か!?
7,最悪逮捕も!? 不正アクセス禁止法を学ぶ
7,幸福感が減る冬は「別れの決断」に注意！
7,梅村ゆずの結婚どころじゃないんですっ！vol.5『いつかギャン泣きする日』Presented by ゆるっとcafe
3,眞子さまの写真流出問題。ネット上は過剰な反応、収拾つかず
7,職場の気になるアノ人が退職…そのときあなたは？
2,デロンギが消費電力20％OFFのオイルヒーターを発売
0,【元気東北・山形編】田舎がないのに懐かしいと思ってしまう理由
0,『カーズ2』のジョン・ラセター監督がハリウッド殿堂入り
0,驚愕の映像を目撃せよ！累計100万部突破の超人気コミック「ハカイジュウ」が遂に実写化
4,意外と知らない！RSSリーダーの種類について - 転職活動に役立つ！ソーシャルメディア活用術 vol.3
4,ANREALAGE（アンリアレイジ）｜“東コレ”Bestブランド探訪！
0,小雪がスコセッシ監督に花束贈呈「子どもと一緒に観られる」
0,トム・クルーズから日本へ緊急ミッション「スパイを探せ！」
2,なんとソーラー電源で稼働！デジタルクッキングスケール「ＳＤ−００４」【売れ筋チェック】
0,【GOGW映画 恋人編】「男はアクション、女は本音トーク」どちらも破壊力抜群『Black ＆ White』
1,来たぜ！お祭り第2弾！GIGABYTE板祭でマザボ＆グラボのレビューアーを大募集
1,最新PLC規格は最大240Mbps！　アイ・オー・データ機器より第3世代HD-PLCアダプター
0,中村玉緒が美脚披露「メリル・ストリープでございます、グフフッ」
5,夢を叶えたい！　誰もが知りたい“お金が貯まる法則”って？！
6,「もう敗退しやがれ」U-23代表の前倒し招集に
7,結婚は“相手”より“タイミング”の問題？「ラブ・ダイアリーズ」
5,目指せ！　“水周りピカピカ女子”　激泡クリーナー「スクラビングバブル」でラクラクお掃除
0,【終了しました】キーファー・サザーランドが話題の海外ドラマを引っ提げ日本上陸！『TOUCH／タッチ』特別試写会にご招待
2,原発事故は本当に収束？　気になるホットスポットがひと目でわかる—東芝ポータブルガンマカメラ【売れ筋チェック】
0,″ナチスが月から降ってくる″トンデモSF映画『IRON SKY』がまさかの日本上陸か
4,高所得転職者の入社前調査　〜その知られざる実態〜　第4話
3,「卒業式に国歌は必要ない」麻布校長の発言に広がり続ける波紋
5,東京タワー2人占め！　超豪華デートプランで気分はプリンセス
3,ガールズバンドSCANDAL、今年着た水着を告白
6,日本代表まさかの敗戦に、中西氏は「もの凄い虚無感」
3,さんまがAKB指原、元モー娘高橋に言及
7,恋愛って結局、人間対人間の出来事なんだ!?　 Presented by ゆるっとCafe
3,角川グループがメディアファクトリーを買収
3,元AKB指原莉乃、生放送で胸中告白。交際相手のことやネットの書き込みにも言及
5,「プリティ・ウーマン」監督が描く、バレンタイン・ラブストーリー
2,パナソニック新発売のエアコンは新開発「トップユニット」構造の「Xシリーズ」
2,【ニュース】本格運用開始の「グーグル+」、中国では利用不可
5,地上100mの幻想的な夜景に酔いしれるクリスマスディナー
1,口座なしでもほとんどの機能が使える！楽天証券のiPad用株式アプリ【デジ通】
1,世界最大7.7インチ液晶タブレットで全機種Xi対応　ドコモより新機種5モデルが登場
6,【Sports Watch】ダルビッシュが衝撃の告白、新球種を生み出した
0,一緒に逃避行したくなる？ 脱獄映画に名作あり
7,30歳以上の女性にCM出演のチャンス到来!?
2,NHKが本気を出した？　来年の大河ドラマ「平清盛」はテレビ離れを食い止められるか【話題】
1,必要なファイルを素早く取り出すマル秘ワザ【知っ得！虎の巻】
1,ホットピンクの天板がまぶしいっ！ ASUSTeKが春モデルノート第2弾を発表
